file,audio_seconds,world_seconds,phase,weapon,ammo,reserve,operation
frame_00354.jpg,15.806523,17.792688,5,1,3,34,6
frame_00355.jpg,15.850514,17.837566,5,1,4,33,6
frame_00356.jpg,15.895442,17.881569,5,1,4,33,6
frame_00357.jpg,15.941172,17.926481,5,1,4,33,6
frame_00358.jpg,15.986538,17.972357,5,1,4,33,6
frame_00359.jpg,16.031645,18.017624,5,1,4,33,6
frame_00360.jpg,16.075848,18.062710,5,1,4,33,6
frame_00361.jpg,16.120980,18.106926,5,1,4,33,6
frame_00362.jpg,16.166854,18.152048,5,1,4,33,6
frame_00363.jpg,16.212384,18.197943,5,1,4,33,6
frame_00364.jpg,16.258214,18.243452,5,1,4,33,6
frame_00365.jpg,16.304188,18.289320,5,1,4,33,6
frame_00366.jpg,16.349767,18.335304,5,1,4,33,6
frame_00367.jpg,16.395629,18.380829,5,1,4,33,6
frame_00368.jpg,16.441387,18.426733,5,1,4,33,6
frame_00369.jpg,16.486397,18.472456,5,1,4,33,6
frame_00370.jpg,16.531745,18.517506,5,1,4,33,6
frame_00371.jpg,16.577014,18.562771,5,1,4,33,6
frame_00372.jpg,16.621275,18.608067,5,1,4,33,6
frame_00373.jpg,16.665877,18.652327,5,1,4,33,6
frame_00374.jpg,16.710672,18.696915,5,1,4,33,6
frame_00375.jpg,16.754479,18.741686,5,1,5,32,6
frame_00376.jpg,16.799471,18.785492,5,1,5,32,6
frame_00377.jpg,16.844428,18.830502,5,1,5,32,6
frame_00378.jpg,16.888971,18.875454,5,1,5,32,6
frame_00379.jpg,16.933424,18.919962,5,1,5,32,6
frame_00380.jpg,16.978246,18.964453,5,1,5,32,6
frame_00381.jpg,17.022802,19.009266,6,1,4,32,2
frame_00382.jpg,17.068540,19.053812,6,1,4,32,2
frame_00383.jpg,17.112831,19.099562,6,1,4,32,2
frame_00384.jpg,17.157690,19.143858,6,1,4,32,2
frame_00385.jpg,17.202428,19.188713,6,1,4,32,2
frame_00386.jpg,17.246627,19.233459,6,1,4,32,3
frame_00387.jpg,17.291395,19.277660,6,1,4,32,3
frame_00388.jpg,17.336361,19.322411,6,1,4,32,3
