capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
10,0.0807715,0,8.3004,1.9429,1.6677,1.4665,0.1296,0.0027,0.0082,0.0005,0.0258,0.0395,0.0027,0.0015,0.0127,0.0003,0.0011,0.0013,0.0002,0.0,0.0071,0.0015,0.0004,0.0001,0.0011,0.0001,0.0718,0.0268,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
11,0.0890719,0,8.1705,1.8242,1.633,1.5845,0.144,0.0041,0.0062,0.0003,0.0262,0.0404,0.0032,0.0014,0.0113,0.0002,0.002,0.002,0.0002,0.0002,0.0098,0.0017,0.0006,0.0001,0.0019,0.0,0.0822,0.0212,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
12,0.09724239999999999,0,8.3997,1.8825,1.7801,1.8484,0.2117,0.004,0.0055,0.0003,0.0779,0.0907,0.0041,0.0015,0.0164,0.0001,0.0024,0.0034,0.0002,0.0002,0.0119,0.0019,0.0006,0.0001,0.0021,0.0,0.1451,0.0209,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
13,0.10564209999999999,0,8.3222,1.8894,1.5454,1.6617,0.1378,0.0023,0.0034,0.0004,0.0259,0.0359,0.0029,0.0015,0.0133,0.0001,0.0024,0.0019,0.0001,0.0001,0.0101,0.0017,0.0006,0.0001,0.0017,0.0,0.0793,0.0197,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
14,0.11396429999999999,0,8.4834,1.8935,1.8047,1.3399,0.1959,0.0036,0.0098,0.0005,0.027,0.0464,0.0041,0.002,0.0196,0.0012,0.0026,0.0038,0.0001,0.0002,0.0187,0.0024,0.0006,0.0003,0.0017,0.0,0.1127,0.0261,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
15,0.12244769999999999,0,7.9483,2.1789,1.5343,1.4177,0.1452,0.0021,0.0081,0.0002,0.0266,0.0401,0.0029,0.0017,0.0136,0.0001,0.0019,0.0025,0.0001,0.0003,0.0099,0.0017,0.0007,0.0001,0.0013,0.0001,0.0837,0.0213,0.0014,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
16,0.13039599999999998,0,8.3306,1.7802,1.366,1.2598,0.1474,0.0029,0.007,0.0002,0.0234,0.0369,0.0036,0.0013,0.0173,0.0002,0.0026,0.0024,0.0002,0.0001,0.0106,0.0023,0.0005,0.0001,0.0012,0.0001,0.0859,0.018,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
17,0.13872659999999998,0,8.2747,1.7734,1.3865,1.2472,0.1422,0.0024,0.0034,0.0003,0.0247,0.0343,0.0031,0.0013,0.0138,0.0003,0.0021,0.0019,0.0004,0.0001,0.0123,0.0022,0.0006,0.0002,0.0012,0.0002,0.0809,0.0188,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
18,0.14700129999999997,0,8.3465,1.8891,1.3011,1.2218,0.1458,0.0029,0.0038,0.0004,0.021,0.0322,0.0036,0.0014,0.0128,0.0008,0.0022,0.0026,0.0001,0.0001,0.0118,0.0024,0.0006,0.0001,0.0015,0.0001,0.0809,0.022,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
19,0.15534779999999998,0,8.2525,1.7878,1.3835,1.3452,0.1554,0.0035,0.0074,0.0004,0.0379,0.0523,0.0033,0.0013,0.0135,0.0003,0.0019,0.0026,0.0001,0.0001,0.0111,0.0019,0.0011,0.0001,0.0017,0.0,0.0982,0.0177,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
20,0.16360029999999998,0,8.3661,1.801,1.2811,1.2781,0.1519,0.005,0.0032,0.0003,0.0285,0.0414,0.0037,0.0013,0.0153,0.0002,0.0024,0.002,0.0001,0.0002,0.0117,0.0017,0.0004,0.0001,0.0013,0.0001,0.0897,0.0197,0.0013,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
21,0.17196639999999996,0,8.4105,1.9159,1.3094,1.2045,0.1475,0.0022,0.0047,0.0003,0.0296,0.0402,0.0035,0.0013,0.013,0.0002,0.0022,0.003,0.0001,0.0002,0.0107,0.0023,0.0006,0.0002,0.0011,0.0,0.0863,0.0211,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
22,0.18037689999999995,0,8.3625,1.7568,1.4859,1.2165,0.1547,0.0026,0.0087,0.0003,0.023,0.0386,0.0033,0.0016,0.0152,0.0003,0.0022,0.0027,0.0001,0.0001,0.0123,0.0021,0.0006,0.0001,0.0019,0.0001,0.0893,0.0191,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
23,0.18873939999999995,0,8.3443,1.7491,1.347,1.2502,0.1519,0.0028,0.0035,0.0004,0.0241,0.0347,0.0033,0.0015,0.0152,0.0003,0.0025,0.0023,0.0002,0.0001,0.0113,0.0024,0.0006,0.0002,0.0015,0.0001,0.0834,0.0223,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
24,0.19708369999999995,0,8.1672,1.6832,1.3865,1.2734,0.1779,0.0025,0.009,0.0004,0.0374,0.0531,0.0044,0.0019,0.0153,0.0003,0.0027,0.0027,0.0002,0.0003,0.0115,0.0021,0.0012,0.0001,0.0019,0.0002,0.1063,0.0252,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
25,0.20525089999999996,0,8.2225,1.6422,1.1398,1.2067,0.1256,0.0021,0.0024,0.0004,0.0231,0.0313,0.0032,0.0011,0.0144,0.0001,0.0019,0.0024,0.0001,0.0003,0.0095,0.0018,0.0006,0.0005,0.0011,0.0,0.0737,0.0169,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
26,0.21347339999999995,0,8.493,1.5355,1.1355,1.0931,0.1182,0.002,0.0084,0.0007,0.0183,0.0319,0.0025,0.0013,0.0109,0.0001,0.0017,0.0018,0.0001,0.0001,0.008,0.0016,0.0009,0.0,0.0011,0.0,0.0682,0.0166,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
27,0.22196639999999995,0,8.2765,1.6847,1.3671,1.1998,0.1361,0.0028,0.0074,0.0004,0.02,0.0335,0.0034,0.0016,0.0127,0.0003,0.002,0.0024,0.0002,0.0002,0.0106,0.0019,0.0009,0.0,0.0013,0.0001,0.0768,0.0191,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
28,0.23024289999999994,0,8.3928,1.619,1.1762,1.1683,0.1275,0.002,0.0049,0.0003,0.0211,0.0314,0.0033,0.0013,0.0143,0.0002,0.0017,0.0024,0.0,0.0001,0.0103,0.0022,0.0006,0.0001,0.0012,0.0,0.0742,0.0173,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,0.23863569999999995,0,8.3385,1.5123,1.3311,1.1844,0.1232,0.0024,0.0044,0.0005,0.0182,0.028,0.0037,0.0013,0.0115,0.0002,0.0024,0.0018,0.0001,0.0001,0.0088,0.0027,0.0005,0.0001,0.0013,0.0,0.069,0.0172,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
30,0.24697419999999995,0,8.1253,1.6378,1.2771,1.2267,0.1198,0.0016,0.0059,0.0004,0.0178,0.0288,0.0035,0.0011,0.0112,0.0004,0.002,0.0018,0.0001,0.0001,0.0087,0.0021,0.0011,0.0002,0.0012,0.0001,0.0677,0.0171,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
31,0.2550994999999999,0,8.5663,1.5642,1.2499,1.2669,0.1371,0.0019,0.0034,0.0004,0.022,0.0315,0.003,0.0017,0.0123,0.0002,0.0019,0.0024,0.0002,0.0003,0.0107,0.0024,0.0006,0.0001,0.0014,0.0001,0.075,0.0179,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
32,0.26366579999999995,0,8.1299,1.7168,1.169,1.2005,0.1158,0.0021,0.0045,0.0004,0.0175,0.0272,0.0035,0.001,0.0111,0.0002,0.0015,0.0018,0.0,0.0001,0.0083,0.0021,0.0009,0.0002,0.001,0.0,0.0647,0.0164,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
33,0.2717957,0,8.4542,1.6811,1.1076,1.1417,0.1326,0.0021,0.0062,0.0003,0.0199,0.0318,0.0035,0.0019,0.0151,0.0002,0.0022,0.0017,0.0,0.0006,0.0093,0.0026,0.0005,0.0002,0.0018,0.0,0.0767,0.018,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,0.2802499,0,8.6788,1.6511,1.4795,1.1458,0.1231,0.0017,0.0043,0.0004,0.0217,0.0309,0.0029,0.0013,0.0107,0.0004,0.0017,0.0018,0.0002,0.0001,0.0096,0.0029,0.0006,0.0001,0.0011,0.0001,0.0703,0.0168,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
35,0.2889287,0,8.0042,1.66,1.427,1.2519,0.1341,0.002,0.0065,0.0003,0.0205,0.0333,0.0033,0.0014,0.0115,0.0004,0.0022,0.0019,0.0001,0.0001,0.0105,0.0025,0.0005,0.0001,0.0013,0.0001,0.0759,0.0195,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
36,0.2969329,0,8.6069,1.7031,1.52,1.2288,0.2427,0.0059,0.0076,0.0005,0.0571,0.0761,0.0052,0.0019,0.0261,0.0004,0.0039,0.0026,0.0002,0.0002,0.0144,0.0027,0.0013,0.0003,0.0022,0.0001,0.1484,0.0295,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,0.3055398,0,8.0211,1.6671,1.2592,1.2313,0.1303,0.0021,0.0064,0.0003,0.0227,0.0345,0.0029,0.0015,0.0133,0.0002,0.0021,0.002,0.0001,0.0001,0.0105,0.0018,0.0004,0.0002,0.0012,0.0,0.0785,0.0157,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
38,0.3135609,0,8.2642,1.5883,1.1413,1.1721,0.1141,0.0018,0.004,0.0004,0.0201,0.0292,0.0032,0.0011,0.0121,0.0001,0.0016,0.0021,0.0002,0.0002,0.0086,0.0017,0.0005,0.0,0.0011,0.0,0.0672,0.0152,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
39,0.3218251,0,8.1939,1.5823,1.1418,1.1808,0.1317,0.0021,0.0046,0.0003,0.0237,0.0338,0.0034,0.0013,0.0149,0.0003,0.0024,0.0019,0.0001,0.0001,0.0091,0.0021,0.0005,0.0002,0.0012,0.0,0.078,0.0167,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
40,0.33001899999999995,0,8.3458,1.5637,1.0075,1.1456,0.1206,0.0014,0.0043,0.0003,0.0227,0.0315,0.0031,0.0011,0.0111,0.0002,0.0023,0.0022,0.0001,0.0002,0.0087,0.0018,0.0004,0.0001,0.0017,0.0001,0.0706,0.0164,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
41,0.33836479999999997,0,8.4312,1.487,1.0111,1.0411,0.1223,0.0019,0.0048,0.0003,0.017,0.0269,0.0037,0.0013,0.0132,0.0002,0.0016,0.0018,0.0001,0.0002,0.0096,0.0019,0.0005,0.0001,0.0011,0.0,0.0677,0.0184,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
42,0.346796,0,8.2894,1.4602,1.1422,1.1474,0.1337,0.0016,0.0062,0.0003,0.0221,0.0328,0.0035,0.0012,0.0126,0.0003,0.0018,0.0021,0.0001,0.0001,0.0091,0.0089,0.0006,0.0003,0.0013,0.0002,0.0796,0.0184,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
43,0.3550854,0,8.3295,1.5394,1.0747,1.0989,0.1188,0.0018,0.0048,0.0002,0.0182,0.0275,0.003,0.0014,0.0115,0.0002,0.0018,0.0023,0.0001,0.0001,0.0099,0.0019,0.0005,0.0,0.0011,0.0001,0.0673,0.0178,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
